origin,asylum_residence,time,displaced_population
rwa,moz,2007,1079
rwa,moz,2008,1104
rwa,moz,2009,1083
rwa,moz,2010,1217
rwa,moz,2011,1439
rwa,moz,2012,1556
rwa,moz,2013,1643
rwa,moz,2014,1812
rwa,moz,2015,2267
rwa,moz,2016,2237
rwa,moz,2017,3404
rwa,moz,2018,3935
rwa,mrt,1994,2
rwa,mrt,1995,2
rwa,mrt,1996,2
rwa,mrt,1997,3
rwa,mrt,2011,1
rwa,mrt,2012,2
rwa,mrt,2013,2
rwa,mrt,2014,2
rwa,mrt,2015,2
rwa,mrt,2016,4
rwa,mwi,1993,2
rwa,mwi,1995,258
rwa,mwi,1996,523
rwa,mwi,1997,15
rwa,mwi,1998,682
rwa,mwi,1999,603
rwa,mwi,2000,1939
rwa,mwi,2001,3764
rwa,mwi,2002,7613
rwa,mwi,2003,6672
rwa,mwi,2004,2799
rwa,mwi,2005,4297
rwa,mwi,2006,4474
rwa,mwi,2007,4497
rwa,mwi,2008,4427
rwa,mwi,2009,4041
rwa,mwi,2010,6509
rwa,mwi,2011,5297
rwa,mwi,2012,5036
rwa,mwi,2013,4480
rwa,mwi,2014,4915
rwa,mwi,2015,4813
rwa,mwi,2016,5234
rwa,mwi,2017,5598
rwa,mwi,2018,5925
rwa,mys,2003,4
rwa,mys,2004,5
rwa,mys,2005,3
rwa,mys,2006,3
rwa,mys,2007,1
rwa,mys,2008,1
rwa,mys,2009,1
rwa,mys,2010,1
rwa,mys,2011,1
rwa,mys,2012,1
rwa,mys,2013,1
rwa,mys,2014,1
rwa,mys,2015,1
rwa,nam,1993,3
rwa,nam,1994,22
rwa,nam,1995,53
rwa,nam,1996,70
rwa,nam,1997,115
rwa,nam,1998,30
rwa,nam,2000,44
rwa,nam,2001,58
rwa,nam,2002,20
rwa,nam,2003,1229
rwa,nam,2004,1006
rwa,nam,2005,307
rwa,nam,2006,296
rwa,nam,2007,170
rwa,nam,2008,175
rwa,nam,2009,183
rwa,nam,2010,196
rwa,nam,2011,188
rwa,nam,2012,189
rwa,nam,2013,187
rwa,nam,2014,164
rwa,nam,2015,172
rwa,nam,2016,168
rwa,nam,2017,181
rwa,nam,2018,148
rwa,ner,1993,1
rwa,ner,1995,27
rwa,ner,1996,30
rwa,ner,1997,18
rwa,ner,1998,38
rwa,ner,1999,38
rwa,ner,2000,11
rwa,ner,2001,13
rwa,ner,2002,35
rwa,ner,2003,35
rwa,ner,2004,36
rwa,ner,2005,37
rwa,ner,2006,25
rwa,ner,2007,24
rwa,ner,2008,24
rwa,ner,2009,27
rwa,ner,2010,23
rwa,ner,2011,26
rwa,ner,2012,31
rwa,ner,2013,29
rwa,ner,2014,26
rwa,ner,2015,26
rwa,ner,2016,26
rwa,ner,2017,18
rwa,ner,2018,18
rwa,nga,1993,7
rwa,nga,1994,12
rwa,nga,1995,7
rwa,nga,1997,26
rwa,nga,1998,9
rwa,nga,2001,31
rwa,nga,2002,27
rwa,nga,2003,25
rwa,nga,2004,24
rwa,nga,2005,39
rwa,nga,2006,37
rwa,nga,2007,37
rwa,nga,2008,40
rwa,nga,2009,38
rwa,nga,2010,39
rwa,nga,2011,38
rwa,nga,2012,37
rwa,nga,2013,1
rwa,nga,2014,1
rwa,nga,2015,1
rwa,nga,2016,1
rwa,nld,1992,2
rwa,nld,1993,2
rwa,nld,1994,7
rwa,nld,1995,45
rwa,nld,1996,107
rwa,nld,1997,220
rwa,nld,1998,348
rwa,nld,1999,509
rwa,nld,2000,1508
rwa,nld,2001,1831
rwa,nld,2002,1648
rwa,nld,2003,1395
rwa,nld,2004,1319
rwa,nld,2005,1305
rwa,nld,2006,1271
rwa,nld,2007,1025
rwa,nld,2008,920
rwa,nld,2009,805
rwa,nld,2010,595
rwa,nld,2011,484
rwa,nld,2012,385
rwa,nld,2013,308
rwa,nld,2014,260
rwa,nld,2015,137
rwa,nld,2016,97
rwa,nld,2017,67
rwa,nld,2018,61
rwa,nor,1997,55
rwa,nor,1998,144
rwa,nor,1999,196
rwa,nor,2000,207
rwa,nor,2001,253
rwa,nor,2002,313
rwa,nor,2003,344
rwa,nor,2004,367
rwa,nor,2005,408
rwa,nor,2006,509
rwa,nor,2007,191
rwa,nor,2008,200
rwa,nor,2009,196
rwa,nor,2010,213
rwa,nor,2011,203
rwa,nor,2012,188
rwa,nor,2013,164
rwa,nor,2014,138
rwa,nor,2015,102
rwa,nor,2016,72
rwa,nor,2017,45
rwa,nor,2018,36
rwa,nzl,1996,14
rwa,nzl,1997,14
rwa,nzl,1998,20
rwa,nzl,1999,20
rwa,nzl,2000,20
rwa,nzl,2001,6
rwa,nzl,2002,12
rwa,nzl,2003,12
rwa,nzl,2004,17
rwa,nzl,2005,21
rwa,nzl,2006,21
rwa,nzl,2007,6
rwa,nzl,2008,6
rwa,nzl,2009,6
rwa,nzl,2010,7
rwa,nzl,2011,6
rwa,nzl,2012,4
rwa,nzl,2013,1
rwa,nzl,2014,1
rwa,nzl,2015,1
rwa,nzl,2016,1
rwa,pak,1997,4
rwa,pak,1998,4
rwa,pak,1999,4
rwa,pak,2000,7
rwa,pak,2001,11
rwa,pak,2002,11
rwa,pak,2003,10
rwa,pak,2004,17
rwa,pak,2005,4
rwa,pak,2006,3
rwa,pak,2007,3
rwa,pak,2008,4
rwa,pak,2009,5
rwa,pak,2010,6
rwa,pak,2011,7
rwa,pak,2012,7
rwa,pak,2013,1
rwa,pak,2014,1
rwa,pak,2015,1
rwa,pak,2016,1
rwa,pan,2012,1
rwa,pan,2013,1
rwa,pan,2014,1
rwa,pan,2015,1
rwa,pan,2016,1
rwa,phl,1995,18
rwa,phl,1996,19
rwa,phl,1997,24
rwa,phl,1998,29
rwa,phl,1999,28
rwa,phl,2000,28
rwa,phl,2001,22
rwa,phl,2002,15
rwa,phl,2003,14
rwa,phl,2004,8
rwa,phl,2005,6
rwa,phl,2006,6
rwa,phl,2007,7
rwa,phl,2008,10
rwa,phl,2009,7
rwa,phl,2010,6
rwa,phl,2011,8
rwa,phl,2012,8
rwa,phl,2013,9
rwa,phl,2014,10
rwa,phl,2015,12
rwa,phl,2016,16
rwa,phl,2017,19
rwa,phl,2018,19
rwa,pol,1997,9
rwa,pol,1998,13
rwa,pol,1999,13
rwa,pol,2000,13
rwa,pol,2001,13
rwa,pol,2002,15
rwa,pol,2003,15
rwa,pol,2004,13
rwa,pol,2005,7
rwa,pol,2006,7
rwa,pol,2007,6
rwa,pol,2008,3
rwa,pol,2009,3
rwa,pol,2010,3
rwa,pol,2011,6
rwa,pol,2012,6
rwa,pol,2013,4
rwa,pol,2014,4
rwa,pol,2015,5
rwa,pol,2016,5
rwa,pol,2017,5
rwa,pol,2018,5
rwa,prt,1996,2
rwa,prt,1997,2
rwa,prt,1998,2
rwa,prt,1999,9
rwa,prt,2000,16
rwa,prt,2001,17
rwa,prt,2002,17
rwa,prt,2003,17
rwa,prt,2004,17
rwa,prt,2005,15
rwa,prt,2006,15
rwa,prt,2007,15
rwa,prt,2008,15
rwa,prt,2009,8
rwa,prt,2010,2
rwa,prt,2011,1
rwa,prt,2012,2
rwa,prt,2013,3
rwa,prt,2014,4
rwa,prt,2015,3
rwa,prt,2016,3
rwa,rou,1996,6
rwa,rou,1997,6
rwa,rou,1998,13
rwa,rou,1999,14
rwa,rou,2000,13
rwa,rou,2001,14
rwa,rou,2002,14
rwa,rou,2004,11
rwa,rou,2005,11
rwa,rou,2006,8
rwa,rou,2007,9
rwa,rou,2008,5
rwa,rou,2009,4
rwa,rou,2010,2
rwa,rou,2011,1
rwa,rou,2012,2
rwa,rou,2013,8
rwa,rou,2014,7
rwa,rou,2015,9
rwa,rou,2016,10
rwa,rou,2017,8
rwa,rou,2018,7
rwa,rus,2000,6
rwa,rus,2002,1
rwa,rus,2003,4
rwa,rus,2005,8
rwa,rus,2006,8
rwa,rus,2007,8
rwa,rus,2008,15
rwa,rus,2009,7
rwa,rus,2010,5
rwa,rus,2011,5
rwa,rus,2012,2
rwa,rwa,1994,300000
rwa,rwa,1997,21877
rwa,rwa,1998,626100
rwa,rwa,1999,625000
rwa,rwa,2012,89
rwa,rwa,2013,31
rwa,rwa,2014,99
rwa,rwa,2015,326
rwa,rwa,2016,434
rwa,rwa,2017,18558
rwa,rwa,2018,3643
rwa,sdn,2008,1
rwa,sdn,2009,1
rwa,sen,1993,15
rwa,sen,1994,15
rwa,sen,1995,300
rwa,sen,1996,317
rwa,sen,1997,300
rwa,sen,1998,321
rwa,sen,1999,332
rwa,sen,2000,351
rwa,sen,2001,353
rwa,sen,2002,354
rwa,sen,2003,342
rwa,sen,2004,329
rwa,sen,2005,324
rwa,sen,2006,322
rwa,sen,2007,319
rwa,sen,2008,316
rwa,sen,2009,317
rwa,sen,2010,297
rwa,sen,2011,283
rwa,sen,2012,282
rwa,sen,2013,284
rwa,sen,2014,283
rwa,sen,2015,283
rwa,sen,2016,285
rwa,sen,2017,285
rwa,sen,2018,20
rwa,serbia_kosovo,2013,2
rwa,sgp,1996,1
rwa,sle,2001,1
rwa,sle,2002,1
rwa,sle,2003,2
rwa,sle,2004,2
rwa,sle,2005,2
rwa,sle,2008,1
rwa,sle,2009,1
rwa,sle,2010,1
rwa,sle,2011,1
rwa,som,1996,7
rwa,som,2003,1
rwa,som,2004,1
rwa,som,2005,3
rwa,som,2006,3
rwa,som,2007,3
rwa,som,2008,3
rwa,som,2009,3
rwa,ssd,2012,1
rwa,ssd,2013,3
rwa,svk,2001,1
rwa,svn,2001,2
rwa,swe,1992,7
rwa,swe,1993,12
rwa,swe,1994,45
rwa,swe,1995,45
rwa,swe,1996,46
rwa,swe,1997,53
rwa,swe,1998,66
rwa,swe,1999,66
rwa,swe,2000,84
rwa,swe,2001,96
rwa,swe,2002,118
rwa,swe,2003,153
rwa,swe,2004,143
rwa,swe,2005,150
rwa,swe,2006,131
rwa,swe,2007,78
rwa,swe,2008,76
rwa,swe,2009,71
rwa,swe,2010,55
rwa,swe,2011,50
rwa,swe,2012,48
rwa,swe,2013,54
rwa,swe,2014,58
rwa,swe,2015,61
rwa,swe,2016,65
rwa,swe,2017,71
rwa,swe,2018,86
rwa,swz,1993,21
rwa,swz,1994,50
rwa,swz,1995,46
rwa,swz,1996,57
rwa,swz,1997,58
rwa,swz,1998,71
rwa,swz,1999,71
rwa,swz,2000,67
rwa,swz,2001,138
rwa,swz,2002,137
rwa,swz,2003,100
rwa,swz,2004,100
rwa,swz,2005,111
rwa,swz,2006,110
rwa,swz,2007,129
rwa,swz,2008,152
rwa,swz,2009,171
rwa,swz,2010,108
rwa,swz,2011,108
rwa,swz,2012,154
rwa,swz,2013,189
rwa,swz,2014,169
rwa,swz,2015,203
rwa,swz,2016,216
rwa,swz,2017,244
rwa,swz,2018,264
rwa,tcd,1997,11
rwa,tcd,1998,10
rwa,tcd,1999,16
rwa,tcd,2000,111
rwa,tcd,2001,122
rwa,tcd,2002,76
rwa,tcd,2003,26
rwa,tcd,2007,4
rwa,tcd,2010,15
rwa,tcd,2011,16
rwa,tcd,2012,16
rwa,tcd,2013,20
rwa,tcd,2014,23
rwa,tcd,2015,14
rwa,tcd,2016,17
rwa,tcd,2017,17
rwa,tcd,2018,13
rwa,tgo,1993,17
rwa,tgo,1994,37
rwa,tgo,1995,126
rwa,tgo,1996,192
rwa,tgo,1997,236
rwa,tgo,1998,389
rwa,tgo,1999,671
rwa,tgo,2000,840
rwa,tgo,2001,846
rwa,tgo,2002,872
rwa,tgo,2003,910
rwa,tgo,2004,883
rwa,tgo,2005,859
rwa,tgo,2006,852
rwa,tgo,2007,828
rwa,tgo,2008,856
rwa,tgo,2009,245
rwa,tgo,2010,249
rwa,tgo,2011,261
rwa,tgo,2012,236
rwa,tgo,2013,226
rwa,tgo,2014,218
rwa,tgo,2015,213
rwa,tgo,2016,137
rwa,tgo,2017,141
rwa,tgo,2018,139
rwa,tha,2003,6
rwa,tha,2004,5
rwa,tha,2005,4
rwa,tha,2006,4
rwa,tha,2007,8
rwa,tha,2008,5
rwa,tha,2009,4
rwa,tha,2010,4
rwa,tha,2011,4
rwa,tha,2012,4
rwa,tha,2013,5
rwa,tha,2014,5
rwa,tha,2015,2
rwa,tun,1994,2
rwa,tun,1995,2
rwa,tun,1997,1
rwa,tun,1998,1
rwa,tun,1999,1
rwa,tun,2006,5
rwa,tun,2007,5
rwa,tun,2008,5
rwa,tun,2009,5
rwa,tun,2010,7
rwa,tun,2011,9
rwa,tun,2012,9
rwa,tun,2013,8
rwa,tun,2014,6
rwa,tun,2015,6
rwa,tun,2016,6
rwa,tun,2017,6
rwa,tun,2018,6
rwa,tur,1997,1
rwa,tur,1998,1
rwa,tur,1999,1
rwa,tur,2000,3
rwa,tur,2001,4
rwa,tur,2002,1
rwa,tur,2003,1
rwa,tur,2004,1
rwa,tur,2005,1
rwa,tur,2006,2
rwa,tur,2007,1
rwa,tur,2008,1
rwa,tur,2009,1
rwa,tur,2010,9
rwa,tur,2011,12
rwa,tur,2012,3
rwa,tur,2013,4
rwa,tur,2014,10
rwa,tur,2015,5
rwa,tur,2016,4
rwa,tur,2017,4
rwa,tza,1961,12000
rwa,tza,1962,12000
rwa,tza,1963,12000
rwa,tza,1964,13300
rwa,tza,1965,14500
rwa,tza,1966,13500
rwa,tza,1967,13500
rwa,tza,1968,14000
rwa,tza,1969,14000
rwa,tza,1970,14000
rwa,tza,1971,13330
rwa,tza,1972,14000
rwa,tza,1973,16210
rwa,tza,1974,27420
rwa,tza,1975,23100
rwa,tza,1976,23600
rwa,tza,1977,24370
rwa,tza,1978,25100
rwa,tza,1979,26330
rwa,tza,1981,710
rwa,tza,1985,21000
rwa,tza,1986,22300
rwa,tza,1987,22300
rwa,tza,1988,22299
rwa,tza,1989,22290
rwa,tza,1990,22297
rwa,tza,1991,50000
rwa,tza,1992,50012
rwa,tza,1993,51942
rwa,tza,1994,836196
rwa,tza,1995,561036
rwa,tza,1996,526093
rwa,tza,1997,26079
rwa,tza,1998,7318
rwa,tza,1999,21146
rwa,tza,2000,50755
rwa,tza,2001,28928
rwa,tza,2002,26517
rwa,tza,2003,4907
rwa,tza,2004,361
rwa,tza,2005,220
rwa,tza,2006,14
rwa,tza,2007,34
rwa,tza,2008,458
rwa,tza,2009,31
rwa,tza,2010,23
rwa,tza,2011,3
rwa,tza,2012,10
rwa,tza,2013,4
rwa,uga,1961,52000
rwa,uga,1962,52000
rwa,uga,1963,54000
rwa,uga,1964,67000
rwa,uga,1965,65400
rwa,uga,1966,68000
rwa,uga,1967,68630
rwa,uga,1968,69800
rwa,uga,1969,71230
rwa,uga,1970,72060
rwa,uga,1971,72340
rwa,uga,1972,73200
rwa,uga,1973,74520
rwa,uga,1974,78140
rwa,uga,1975,78120
rwa,uga,1976,78680
rwa,uga,1977,76840
rwa,uga,1978,78000
rwa,uga,1979,78000
rwa,uga,1980,80000
rwa,uga,1981,87050
rwa,uga,1982,80000
rwa,uga,1983,80320
rwa,uga,1984,115350
rwa,uga,1985,118000
rwa,uga,1986,111600
rwa,uga,1987,83860
rwa,uga,1988,83588
rwa,uga,1989,75553
rwa,uga,1990,82156
rwa,uga,1991,84010
rwa,uga,1992,85806
rwa,uga,1993,97000
rwa,uga,1994,307000
rwa,uga,1995,106203
rwa,uga,1996,11481
rwa,uga,1997,21013
rwa,uga,1998,11855
rwa,uga,1999,8484
rwa,uga,2000,14265
rwa,uga,2001,14410
rwa,uga,2002,19026
rwa,uga,2003,19827
rwa,uga,2004,21757
rwa,uga,2005,22086
rwa,uga,2006,24990
rwa,uga,2007,20914
rwa,uga,2008,20435
rwa,uga,2009,22661
rwa,uga,2010,16023
rwa,uga,2011,15801
rwa,uga,2012,18303
rwa,uga,2013,15027
rwa,uga,2014,16641
rwa,uga,2015,17155
rwa,uga,2016,17754
rwa,uga,2017,15260
rwa,uga,2018,14613
rwa,ukr,1996,53
rwa,ukr,1997,61
rwa,ukr,1998,61
rwa,ukr,1999,15
rwa,ukr,2000,12
rwa,ukr,2001,12
rwa,ukr,2002,12
rwa,ukr,2003,10
rwa,ukr,2004,11
rwa,ukr,2005,7
rwa,ukr,2006,7
rwa,ukr,2007,7
rwa,ukr,2008,6
rwa,ukr,2009,6
rwa,ukr,2010,7
rwa,ukr,2011,6
rwa,ukr,2012,4
rwa,ukr,2013,4
rwa,ukr,2014,4
rwa,ukr,2015,4
rwa,ukr,2016,4
rwa,ukr,2017,4
rwa,usa,1988,1
rwa,usa,1989,1
rwa,usa,1990,1
rwa,usa,1991,3
rwa,usa,1992,5
rwa,usa,1993,12
rwa,usa,1994,43
rwa,usa,1995,285
rwa,usa,1996,481
rwa,usa,1997,686
rwa,usa,1998,864
rwa,usa,1999,1114
rwa,usa,2000,1417
rwa,usa,2001,1425
rwa,usa,2002,1321
rwa,usa,2003,1173
rwa,usa,2004,1107
rwa,usa,2005,1002
rwa,usa,2006,2273
rwa,usa,2007,990
rwa,usa,2008,970
rwa,usa,2009,938
rwa,usa,2010,928
rwa,usa,2011,974
rwa,usa,2012,1048
rwa,usa,2013,1194
rwa,usa,2014,1465
rwa,usa,2015,1570
rwa,usa,2016,1638
rwa,usa,2017,1753
rwa,usa,2018,1940
rwa,uzb,2002,2
rwa,various_unknown,1995,1953
rwa,various_unknown,1997,174
rwa,various_unknown,1998,21
rwa,various_unknown,1999,70
rwa,various_unknown,2000,173
rwa,various_unknown,2001,60
rwa,various_unknown,2002,22
rwa,various_unknown,2003,61
rwa,various_unknown,2004,89
rwa,ven,2001,1
rwa,ven,2002,1
rwa,ven,2003,1
rwa,ven,2004,2
rwa,ven,2005,2
rwa,ven,2006,1
rwa,ven,2007,1
rwa,ven,2008,3
rwa,ven,2009,3
rwa,ven,2010,3
rwa,ven,2011,3
rwa,ven,2012,3
rwa,ven,2013,3
rwa,ven,2014,3
rwa,ven,2015,3
rwa,ven,2016,3
rwa,yem,1994,3
rwa,yem,2005,1
rwa,yem,2006,2
rwa,yem,2007,2
rwa,yem,2008,2
rwa,yem,2011,1
rwa,yem,2012,1
rwa,zaf,1994,79
rwa,zaf,1995,221
rwa,zaf,1996,588
rwa,zaf,1997,356
rwa,zaf,1998,455
rwa,zaf,1999,450
rwa,zaf,2000,834
rwa,zaf,2001,1024
rwa,zaf,2002,1448
rwa,zaf,2003,1699
rwa,zaf,2004,1884
rwa,zaf,2005,2006
rwa,zaf,2006,1279
rwa,zaf,2007,1857
rwa,zaf,2008,1848
rwa,zaf,2009,1282
rwa,zaf,2010,1379
rwa,zaf,2011,1521
rwa,zaf,2012,1676
rwa,zaf,2013,1661
rwa,zaf,2014,2053
rwa,zaf,2015,2185
rwa,zaf,2016,1450
rwa,zaf,2017,2197
rwa,zaf,2018,2224
rwa,zmb,1995,1724
rwa,zmb,1996,1858
rwa,zmb,1997,2206
rwa,zmb,1998,4048
rwa,zmb,1999,4164
rwa,zmb,2000,4957
rwa,zmb,2001,5289
rwa,zmb,2002,5390
rwa,zmb,2003,5926
rwa,zmb,2004,5825
rwa,zmb,2005,5697
rwa,zmb,2006,4092
rwa,zmb,2007,4065
rwa,zmb,2008,4920
rwa,zmb,2009,5163
rwa,zmb,2010,5821
rwa,zmb,2011,5705
rwa,zmb,2012,6101
rwa,zmb,2013,6081
rwa,zmb,2014,6175
rwa,zmb,2015,6212
rwa,zmb,2016,6281
rwa,zmb,2017,5584
rwa,zmb,2018,5795
rwa,zwe,1993,4
rwa,zwe,1994,15
rwa,zwe,1995,138
rwa,zwe,1996,157
rwa,zwe,1997,189
rwa,zwe,1998,248
rwa,zwe,1999,302
rwa,zwe,2000,1439
rwa,zwe,2001,3004
rwa,zwe,2002,3063
rwa,zwe,2003,3667
rwa,zwe,2004,857
rwa,zwe,2005,4493
rwa,zwe,2006,595
rwa,zwe,2007,657
rwa,zwe,2008,651
rwa,zwe,2009,720
rwa,zwe,2010,725
rwa,zwe,2011,766
rwa,zwe,2012,756
rwa,zwe,2013,833
rwa,zwe,2014,734
rwa,zwe,2015,877
rwa,zwe,2016,766
rwa,zwe,2017,752
rwa,zwe,2018,719
sau,ago,2006,1
sau,ago,2007,1
sau,ago,2008,1
sau,are,2016,3
sau,aus,1996,3
sau,aus,1997,3
sau,aus,1998,3
sau,aus,1999,3
sau,aus,2000,4
sau,aus,2001,3
sau,aus,2002,4
sau,aus,2003,5
sau,aus,2004,5
sau,aus,2005,16
sau,aus,2006,28
sau,aus,2007,17
sau,aus,2008,16
sau,aus,2009,17
sau,aus,2010,25
sau,aus,2011,41
sau,aus,2012,62
sau,aus,2013,67
sau,aus,2014,110
sau,aus,2015,116
sau,aus,2016,147
sau,aus,2017,191
sau,aus,2018,229
sau,aut,2009,1
sau,aut,2012,1
sau,aut,2015,3
sau,aut,2016,8
sau,aut,2017,4
sau,bel,2011,1
sau,bel,2013,2
sau,bel,2015,3
sau,bel,2016,4
sau,bih,2005,1
sau,bih,2006,1
sau,bih,2007,1
sau,bih,2008,1
sau,bih,2009,1
sau,bih,2010,1
sau,bih,2011,1
sau,bih,2012,1
sau,bih,2013,1
sau,bih,2014,1
sau,bih,2015,1
sau,bih,2016,1
sau,bra,2016,6
sau,bra,2017,11
sau,bra,2018,16
sau,can,1994,175
sau,can,1995,251
sau,can,1996,229
sau,can,1997,218
sau,can,1998,210
sau,can,1999,180
sau,can,2000,58
sau,can,2001,75
sau,can,2002,78
sau,can,2003,49
sau,can,2004,61
sau,can,2005,83
sau,can,2006,85
sau,can,2007,107
sau,can,2008,140
sau,can,2009,144
sau,can,2010,157
sau,can,2011,168
sau,can,2012,164
sau,can,2013,163
sau,can,2014,129
sau,can,2015,129
sau,can,2016,341
sau,can,2017,453
sau,can,2018,644
sau,che,1998,1
sau,che,1999,1
sau,che,2000,3
sau,che,2004,1
sau,che,2006,1
sau,che,2007,2
sau,che,2008,3
sau,che,2009,2
sau,che,2010,3
sau,che,2011,2
sau,che,2012,2
sau,che,2013,3
sau,che,2014,3
sau,che,2015,5
sau,che,2016,12
sau,che,2017,17
sau,che,2018,18
sau,chn,2014,1
sau,chn,2015,1
sau,cyp,2009,1
sau,cze,2012,3
sau,cze,2013,3
sau,cze,2014,3
sau,cze,2015,3
sau,cze,2016,3
sau,deu,2001,1
sau,deu,2002,31
sau,deu,2003,71
sau,deu,2004,120
sau,deu,2005,7
sau,deu,2006,410
sau,deu,2007,539
sau,deu,2008,459
sau,deu,2009,365
sau,deu,2010,359
sau,deu,2011,384
sau,deu,2012,399
sau,deu,2013,18
sau,deu,2014,19
sau,deu,2015,32
sau,deu,2016,103
sau,deu,2017,147
sau,deu,2018,166
sau,dnk,2012,1
sau,dnk,2013,1
sau,dnk,2014,2
sau,dnk,2015,1
sau,dnk,2016,1
sau,ecu,2008,6
sau,ecu,2009,3
sau,ecu,2010,3
sau,ecu,2011,4
sau,ecu,2012,3
sau,ecu,2013,3
sau,ecu,2014,3
sau,ecu,2015,3
sau,ecu,2018,8
sau,egy,2001,4
sau,egy,2002,6
sau,egy,2003,7
sau,egy,2004,2
sau,egy,2005,2
sau,egy,2006,3
sau,egy,2007,3
sau,egy,2008,4
sau,egy,2009,3
sau,egy,2010,5
sau,egy,2011,6
sau,egy,2012,6
sau,egy,2013,10
sau,egy,2014,4
sau,egy,2015,2
sau,egy,2016,9
sau,egy,2017,6
sau,egy,2018,6
sau,esp,2018,5
sau,eth,2012,1
sau,eth,2014,1
sau,eth,2015,1
sau,eth,2016,1
sau,fin,2011,1
sau,fin,2013,4
sau,fin,2014,1
sau,fin,2015,1
sau,fin,2016,1
sau,fra,2013,2
sau,fra,2014,8
sau,fra,2015,7
sau,fra,2016,8
sau,fra,2017,12
sau,fra,2018,12
sau,gbr,2009,6
sau,gbr,2010,12
sau,gbr,2011,36
sau,gbr,2012,43
sau,gbr,2013,65
sau,gbr,2014,87
sau,gbr,2015,113
sau,gbr,2016,149
sau,gbr,2017,184
sau,gbr,2018,239
sau,geo,2015,1
sau,geo,2017,4
sau,grc,1993,2
sau,grc,1994,2
sau,grc,2006,1
sau,grc,2007,2
sau,grc,2008,1
sau,grc,2014,1
sau,grc,2015,2
sau,grc,2016,5
sau,grc,2017,5
sau,grc,2018,7
sau,hkg,2014,3
sau,hkg,2015,3
sau,hun,2003,1
sau,hun,2004,1
sau,hun,2005,1
sau,hun,2006,1
sau,hun,2007,1
sau,hun,2008,1
sau,hun,2009,1
sau,hun,2010,1
sau,hun,2011,1
sau,hun,2012,1
sau,hun,2016,1
sau,idn,2008,1
sau,idn,2012,1
sau,idn,2013,2
sau,idn,2014,1
sau,idn,2016,1
sau,ind,2012,1
sau,ind,2013,2
sau,ind,2014,2
sau,ind,2015,3
sau,ind,2016,3
sau,irl,1999,1
sau,irl,2000,1
sau,irl,2001,1
sau,irl,2002,1
sau,irl,2003,1
sau,irl,2004,1
sau,irl,2005,1
sau,irl,2006,1
sau,irl,2007,2
sau,irl,2008,2
sau,irl,2009,1
sau,irl,2010,1
sau,irl,2011,1
sau,irl,2013,2
sau,irl,2014,7
sau,irl,2015,7
sau,irl,2016,11
sau,irl,2017,16
sau,irl,2018,16
sau,irq,2010,1
sau,irq,2011,7
sau,irq,2012,7
sau,irq,2013,11
sau,irq,2014,11
sau,irq,2015,9
sau,irq,2016,9
sau,irq,2017,8
sau,irq,2018,5
sau,ita,2008,2
sau,ita,2009,3
sau,ita,2010,4
sau,ita,2011,4
sau,ita,2012,5
sau,ita,2013,5
sau,ita,2014,6
sau,ita,2015,6
sau,ita,2016,7
sau,ita,2017,20
sau,ita,2018,22
sau,jor,1993,1
sau,jor,1994,1
sau,jor,1997,8
sau,jor,2000,2
sau,jor,2002,3
sau,jor,2003,9
sau,jor,2004,10
sau,jor,2005,11
sau,jor,2008,1
sau,jor,2010,1
sau,jor,2013,1
sau,jor,2014,3
sau,jor,2015,3
sau,jor,2016,4
sau,jor,2017,8
sau,jor,2018,21
sau,ken,2003,2
sau,ken,2004,3
sau,ken,2005,1
sau,ken,2006,1
sau,ken,2014,2
sau,ken,2015,2
sau,ken,2016,2
sau,kor,2016,3
sau,kor,2018,6
sau,kwt,2001,1
sau,kwt,2002,1
sau,kwt,2003,1
sau,kwt,2004,1
sau,kwt,2005,1
sau,lbn,2001,1
sau,lbn,2002,1
sau,lbn,2003,3
sau,lbn,2004,3
sau,lbn,2005,1
sau,lbn,2006,1
sau,lbn,2007,1
sau,lbn,2008,1
sau,lbn,2009,2
sau,lbn,2010,1
sau,lbn,2011,1
sau,lbn,2012,9
sau,lbn,2013,12
sau,lbn,2014,20
sau,lbn,2015,14
sau,lbn,2016,25
sau,lbn,2017,27
sau,lbn,2018,28
sau,lie,2003,1
sau,mda,2014,1
sau,mex,2009,1
sau,mex,2010,1
sau,mex,2011,1
sau,mlt,2011,1
sau,mlt,2012,1
sau,mlt,2013,1
sau,mlt,2014,1
sau,mlt,2015,1
sau,mlt,2016,2
sau,mys,2007,1
sau,mys,2010,1
sau,mys,2013,2
sau,mys,2014,4
sau,mys,2015,3
sau,mys,2016,5
sau,nld,2000,1
sau,nld,2001,3
sau,nld,2002,4
sau,nld,2003,5
sau,nld,2004,7
sau,nld,2005,16
sau,nld,2006,18
sau,nld,2007,16
sau,nld,2008,16
sau,nld,2009,20
sau,nld,2010,20
sau,nld,2011,21
sau,nld,2012,22
sau,nld,2013,24
sau,nld,2014,21
sau,nld,2015,14
sau,nld,2016,19
sau,nld,2017,13
sau,nld,2018,13
sau,nor,1997,107
sau,nor,1998,107
sau,nor,1999,3
sau,nor,2000,3
sau,nor,2001,1
sau,nor,2002,2
sau,nor,2003,105
sau,nor,2004,1
sau,nor,2005,1
sau,nor,2006,2
sau,nor,2007,1
sau,nor,2008,1
sau,nor,2009,2
sau,nor,2010,5
sau,nor,2011,1
sau,nor,2013,1
sau,nor,2014,2
