origin,displacement_type,time,displaced_population
ita,refugees,2006,105
ita,refugees,2007,90
ita,refugees,2008,62
ita,refugees,2009,45
ita,refugees,2010,50
ita,refugees,2011,58
ita,refugees,2012,66
ita,refugees,2013,66
ita,refugees,2014,67
ita,refugees,2015,70
ita,refugees,2016,51
ita,refugees,2017,47
ita,refugees,2018,54
jam,asylum_seekers,2000,175
jam,asylum_seekers,2001,285
jam,asylum_seekers,2002,480
jam,asylum_seekers,2003,412
jam,asylum_seekers,2004,288
jam,asylum_seekers,2005,290
jam,asylum_seekers,2006,273
jam,asylum_seekers,2007,244
jam,asylum_seekers,2008,404
jam,asylum_seekers,2009,582
jam,asylum_seekers,2010,562
jam,asylum_seekers,2011,589
jam,asylum_seekers,2012,505
jam,asylum_seekers,2013,639
jam,asylum_seekers,2014,610
jam,asylum_seekers,2015,837
jam,asylum_seekers,2016,1144
jam,asylum_seekers,2017,1426
jam,asylum_seekers,2018,1492
jam,refugees,1993,3
jam,refugees,1994,7
jam,refugees,1995,10
jam,refugees,1996,18
jam,refugees,1997,21
jam,refugees,1998,27
jam,refugees,1999,33
jam,refugees,2000,37
jam,refugees,2001,37
jam,refugees,2002,147
jam,refugees,2003,259
jam,refugees,2004,350
jam,refugees,2005,489
jam,refugees,2006,660
jam,refugees,2007,766
jam,refugees,2008,826
jam,refugees,2009,909
jam,refugees,2010,1057
jam,refugees,2011,1250
jam,refugees,2012,1407
jam,refugees,2013,1503
jam,refugees,2014,1692
jam,refugees,2015,1868
jam,refugees,2016,2005
jam,refugees,2017,2213
jam,refugees,2018,2428
jam,returned_refugees,1993,1
jor,asylum_seekers,2000,559
jor,asylum_seekers,2001,566
jor,asylum_seekers,2002,733
jor,asylum_seekers,2003,729
jor,asylum_seekers,2004,722
jor,asylum_seekers,2005,670
jor,asylum_seekers,2006,774
jor,asylum_seekers,2007,743
jor,asylum_seekers,2008,759
jor,asylum_seekers,2009,772
jor,asylum_seekers,2010,622
jor,asylum_seekers,2011,534
jor,asylum_seekers,2012,635
jor,asylum_seekers,2013,944
jor,asylum_seekers,2014,1335
jor,asylum_seekers,2015,1850
jor,asylum_seekers,2016,2438
jor,asylum_seekers,2017,3461
jor,asylum_seekers,2018,4097
jor,others_of_concern,2013,74
jor,others_of_concern,2014,102
jor,others_of_concern,2015,92
jor,others_of_concern,2016,131
jor,others_of_concern,2017,60
jor,others_of_concern,2018,1431
jor,refugees,1983,2
jor,refugees,1984,3
jor,refugees,1985,103
jor,refugees,1986,3
jor,refugees,1987,4
jor,refugees,1988,8
jor,refugees,1989,15
jor,refugees,1990,55
jor,refugees,1991,112
jor,refugees,1992,183
jor,refugees,1993,242
jor,refugees,1994,443
jor,refugees,1995,513
jor,refugees,1996,708
jor,refugees,1997,719
jor,refugees,1998,899
jor,refugees,1999,973
jor,refugees,2000,919
jor,refugees,2001,775
jor,refugees,2002,1287
jor,refugees,2003,1162
jor,refugees,2004,1170
jor,refugees,2005,1789
jor,refugees,2006,1603
jor,refugees,2007,1787
jor,refugees,2008,1890
jor,refugees,2009,2129
jor,refugees,2010,2254
jor,refugees,2011,2250
jor,refugees,2012,2368
jor,refugees,2013,1632
jor,refugees,2014,1718
jor,refugees,2015,1841
jor,refugees,2016,1933
jor,refugees,2017,2107
jor,refugees,2018,2401
jor,returned_refugees,1995,31
jor,returned_refugees,2000,34
jor,returned_refugees,2007,1
jor,returned_refugees,2008,1
jor,returned_refugees,2011,2
jpn,asylum_seekers,2000,13
jpn,asylum_seekers,2001,25
jpn,asylum_seekers,2002,27
jpn,asylum_seekers,2003,24
jpn,asylum_seekers,2004,71
jpn,asylum_seekers,2005,56
jpn,asylum_seekers,2006,31
jpn,asylum_seekers,2007,22
jpn,asylum_seekers,2008,32
jpn,asylum_seekers,2009,32
jpn,asylum_seekers,2010,8
jpn,asylum_seekers,2011,42
jpn,asylum_seekers,2012,46
jpn,asylum_seekers,2013,53
jpn,asylum_seekers,2014,64
jpn,asylum_seekers,2015,68
jpn,asylum_seekers,2016,81
jpn,asylum_seekers,2017,97
jpn,asylum_seekers,2018,102
jpn,refugees,1994,7
jpn,refugees,1995,3
jpn,refugees,1996,2
jpn,refugees,1997,2
jpn,refugees,1998,3
jpn,refugees,1999,3
jpn,refugees,2000,5
jpn,refugees,2001,5
jpn,refugees,2002,19
jpn,refugees,2003,19
jpn,refugees,2004,21
jpn,refugees,2005,13
jpn,refugees,2006,168
jpn,refugees,2007,521
jpn,refugees,2008,185
jpn,refugees,2009,150
jpn,refugees,2010,152
jpn,refugees,2011,176
jpn,refugees,2012,172
jpn,refugees,2013,157
jpn,refugees,2014,262
jpn,refugees,2015,145
jpn,refugees,2016,59
jpn,refugees,2017,44
jpn,refugees,2018,42
kaz,asylum_seekers,2000,747
kaz,asylum_seekers,2001,876
kaz,asylum_seekers,2002,932
kaz,asylum_seekers,2003,894
kaz,asylum_seekers,2004,661
kaz,asylum_seekers,2005,608
kaz,asylum_seekers,2006,659
kaz,asylum_seekers,2007,549
kaz,asylum_seekers,2008,586
kaz,asylum_seekers,2009,604
kaz,asylum_seekers,2010,746
kaz,asylum_seekers,2011,748
kaz,asylum_seekers,2012,920
kaz,asylum_seekers,2013,1146
kaz,asylum_seekers,2014,1254
kaz,asylum_seekers,2015,1569
kaz,asylum_seekers,2016,2237
kaz,asylum_seekers,2017,3509
kaz,asylum_seekers,2018,5826
kaz,others_of_concern,1998,1188
kaz,refugees,1992,1
kaz,refugees,1993,2
kaz,refugees,1994,27
kaz,refugees,1995,139
kaz,refugees,1996,40163
kaz,refugees,1997,40774
kaz,refugees,1998,20459
kaz,refugees,1999,9057
kaz,refugees,2000,2537
kaz,refugees,2001,2803
kaz,refugees,2002,6315
kaz,refugees,2003,6559
kaz,refugees,2004,6121
kaz,refugees,2005,4316
kaz,refugees,2006,7377
kaz,refugees,2007,5235
kaz,refugees,2008,4825
kaz,refugees,2009,3744
kaz,refugees,2010,3632
kaz,refugees,2011,3500
kaz,refugees,2012,3571
kaz,refugees,2013,2123
kaz,refugees,2014,2224
kaz,refugees,2015,2267
kaz,refugees,2016,2364
kaz,refugees,2017,2390
kaz,refugees,2018,2505
kaz,returned_refugees,1997,10000
kaz,returned_refugees,1998,15477
kaz,returned_refugees,1999,9732
kaz,returned_refugees,2000,1
ken,asylum_seekers,2000,864
ken,asylum_seekers,2001,722
ken,asylum_seekers,2002,10178
ken,asylum_seekers,2003,10872
ken,asylum_seekers,2004,11219
ken,asylum_seekers,2005,11444
ken,asylum_seekers,2006,1090
ken,asylum_seekers,2007,1730
ken,asylum_seekers,2008,2206
ken,asylum_seekers,2009,2979
ken,asylum_seekers,2010,1668
ken,asylum_seekers,2011,1603
ken,asylum_seekers,2012,1549
ken,asylum_seekers,2013,2210
ken,asylum_seekers,2014,2979
ken,asylum_seekers,2015,3282
ken,asylum_seekers,2016,3550
ken,asylum_seekers,2017,5711
ken,asylum_seekers,2018,7275
ken,internally_displaced_persons,2008,404000
ken,internally_displaced_persons,2009,399000
ken,internally_displaced_persons,2010,300000
ken,internally_displaced_persons,2011,300000
ken,internally_displaced_persons,2012,412000
ken,others_of_concern,2014,2
ken,others_of_concern,2015,15
ken,others_of_concern,2016,23
ken,others_of_concern,2017,12
ken,refugees,1975,90
ken,refugees,1977,1200
ken,refugees,1978,80
ken,refugees,1979,80
ken,refugees,1988,2
ken,refugees,1989,2
ken,refugees,1990,10
ken,refugees,1991,33
ken,refugees,1992,63
ken,refugees,1993,85
ken,refugees,1994,8774
ken,refugees,1995,9327
ken,refugees,1996,9390
ken,refugees,1997,9570
ken,refugees,1998,6046
ken,refugees,1999,6138
ken,refugees,2000,2373
ken,refugees,2001,2559
ken,refugees,2002,3098
ken,refugees,2003,3163
ken,refugees,2004,3847
ken,refugees,2005,4640
ken,refugees,2006,5357
ken,refugees,2007,7546
ken,refugees,2008,9688
ken,refugees,2009,9620
ken,refugees,2010,8602
ken,refugees,2011,8745
ken,refugees,2012,8950
ken,refugees,2013,8586
ken,refugees,2014,8553
ken,refugees,2015,7906
ken,refugees,2016,7535
ken,refugees,2017,7551
ken,refugees,2018,7460
ken,returned_idps,2008,346000
ken,returned_idps,2009,5000
ken,returned_refugees,1992,5
ken,returned_refugees,1993,1
ken,returned_refugees,1995,3
ken,returned_refugees,1996,4
ken,returned_refugees,1997,13
ken,returned_refugees,1998,10
ken,returned_refugees,2000,4872
ken,returned_refugees,2003,106
ken,returned_refugees,2004,1
ken,returned_refugees,2007,1
ken,returned_refugees,2008,723
ken,returned_refugees,2009,453
ken,returned_refugees,2010,325
ken,returned_refugees,2011,69
ken,returned_refugees,2014,1
ken,returned_refugees,2015,1231
ken,returned_refugees,2016,4
kgz,asylum_seekers,2000,321
kgz,asylum_seekers,2001,388
kgz,asylum_seekers,2002,537
kgz,asylum_seekers,2003,611
kgz,asylum_seekers,2004,471
kgz,asylum_seekers,2005,371
kgz,asylum_seekers,2006,583
kgz,asylum_seekers,2007,440
kgz,asylum_seekers,2008,407
kgz,asylum_seekers,2009,437
kgz,asylum_seekers,2010,1575
kgz,asylum_seekers,2011,1568
kgz,asylum_seekers,2012,1202
kgz,asylum_seekers,2013,1287
kgz,asylum_seekers,2014,1907
kgz,asylum_seekers,2015,2274
kgz,asylum_seekers,2016,2370
kgz,asylum_seekers,2017,2559
kgz,asylum_seekers,2018,2724
kgz,internally_displaced_persons,1999,5569
kgz,internally_displaced_persons,2010,80000
kgz,internally_displaced_persons,2011,163900
kgz,internally_displaced_persons,2012,168600
kgz,others_of_concern,1998,245
kgz,refugees,1993,1
kgz,refugees,1994,14
kgz,refugees,1995,22
kgz,refugees,1996,17118
kgz,refugees,1997,16320
kgz,refugees,1998,7449
kgz,refugees,1999,4003
kgz,refugees,2000,748
kgz,refugees,2001,685
kgz,refugees,2002,2950
kgz,refugees,2003,3141
kgz,refugees,2004,3284
kgz,refugees,2005,3122
kgz,refugees,2006,2488
kgz,refugees,2007,2254
kgz,refugees,2008,2517
kgz,refugees,2009,2612
kgz,refugees,2010,2744
kgz,refugees,2011,3162
kgz,refugees,2012,3489
kgz,refugees,2013,2301
kgz,refugees,2014,2451
kgz,refugees,2015,2502
kgz,refugees,2016,2573
kgz,refugees,2017,2760
kgz,refugees,2018,2919
kgz,returned_idps,2000,5569
kgz,returned_idps,2010,200000
kgz,returned_idps,2011,8100
kgz,returned_idps,2012,3400
kgz,returned_refugees,1998,1150
kgz,returned_refugees,2014,2
khm,asylum_seekers,2000,303
khm,asylum_seekers,2001,307
khm,asylum_seekers,2002,463
khm,asylum_seekers,2003,464
khm,asylum_seekers,2004,511
khm,asylum_seekers,2005,860
khm,asylum_seekers,2006,674
khm,asylum_seekers,2007,424
khm,asylum_seekers,2008,218
khm,asylum_seekers,2009,223
khm,asylum_seekers,2010,137
khm,asylum_seekers,2011,186
khm,asylum_seekers,2012,213
khm,asylum_seekers,2013,234
khm,asylum_seekers,2014,263
khm,asylum_seekers,2015,376
khm,asylum_seekers,2016,383
khm,asylum_seekers,2017,1580
khm,asylum_seekers,2018,747
khm,internally_displaced_persons,1994,124100
khm,internally_displaced_persons,1995,49700
khm,internally_displaced_persons,1996,29406
khm,others_of_concern,2005,4
khm,refugees,1971,57000
khm,refugees,1972,55000
khm,refugees,1973,35000
khm,refugees,1975,18830
khm,refugees,1976,17200
khm,refugees,1977,76710
khm,refugees,1978,165120
khm,refugees,1979,51100
khm,refugees,1980,192843
khm,refugees,1981,135077
khm,refugees,1982,123398
khm,refugees,1983,91115
khm,refugees,1984,72468
khm,refugees,1985,67518
khm,refugees,1986,54848
khm,refugees,1987,48589
khm,refugees,1988,97758
khm,refugees,1989,75725
khm,refugees,1990,54364
khm,refugees,1991,43168
khm,refugees,1992,28851
khm,refugees,1993,9753
khm,refugees,1994,8538
khm,refugees,1995,61225
khm,refugees,1996,62244
khm,refugees,1997,103246
khm,refugees,1998,76576
khm,refugees,1999,38320
khm,refugees,2000,36855
khm,refugees,2001,34759
khm,refugees,2002,33456
khm,refugees,2003,31407
khm,refugees,2004,18115
khm,refugees,2005,17806
khm,refugees,2006,17965
khm,refugees,2007,17704
khm,refugees,2008,17253
khm,refugees,2009,17025
khm,refugees,2010,16314
khm,refugees,2011,15205
khm,refugees,2012,14024
khm,refugees,2013,13747
khm,refugees,2014,13071
khm,refugees,2015,12803
khm,refugees,2016,12429
khm,refugees,2017,12225
khm,refugees,2018,12119
khm,returned_idps,1997,37899
khm,returned_refugees,1975,80
khm,returned_refugees,1979,120000
khm,returned_refugees,1980,194940
khm,returned_refugees,1981,10500
khm,returned_refugees,1983,2240
khm,returned_refugees,1985,75680
khm,returned_refugees,1987,8000
khm,returned_refugees,1988,360
khm,returned_refugees,1989,670
khm,returned_refugees,1991,70
khm,returned_refugees,1992,8850
khm,returned_refugees,1993,5217
khm,returned_refugees,1994,40
khm,returned_refugees,1995,153
khm,returned_refugees,1996,369
khm,returned_refugees,1997,3375
khm,returned_refugees,1998,7151
khm,returned_refugees,1999,36165
khm,returned_refugees,2006,9
khm,returned_refugees,2015,1
kir,asylum_seekers,2004,2
kir,asylum_seekers,2005,5
kir,asylum_seekers,2006,4
kir,asylum_seekers,2008,1
kir,asylum_seekers,2009,1
kir,asylum_seekers,2010,4
kir,asylum_seekers,2011,3
kir,asylum_seekers,2012,10
kir,asylum_seekers,2013,2
kir,asylum_seekers,2014,2
kir,asylum_seekers,2015,3
kir,refugees,2002,3
kir,refugees,2003,16
kir,refugees,2004,32
kir,refugees,2005,33
kir,refugees,2006,41
kir,refugees,2007,38
kir,refugees,2008,38
kir,refugees,2009,33
kir,refugees,2010,33
kir,refugees,2011,33
kir,refugees,2012,33
kir,refugees,2013,20
kir,refugees,2014,3
kir,refugees,2015,2
kir,refugees,2016,1
kna,asylum_seekers,2000,4
kna,asylum_seekers,2001,2
kna,asylum_seekers,2002,5
kna,asylum_seekers,2003,4
kna,asylum_seekers,2004,1
kna,asylum_seekers,2005,1
kna,asylum_seekers,2006,4
kna,asylum_seekers,2007,8
kna,asylum_seekers,2008,8
kna,asylum_seekers,2009,13
kna,asylum_seekers,2010,13
kna,asylum_seekers,2011,15
kna,asylum_seekers,2012,24
kna,asylum_seekers,2013,26
kna,asylum_seekers,2014,12
kna,asylum_seekers,2015,20
kna,asylum_seekers,2016,23
kna,asylum_seekers,2017,18
kna,asylum_seekers,2018,11
kna,refugees,2002,2
kna,refugees,2003,1
kna,refugees,2004,1
kna,refugees,2005,31
kna,refugees,2006,2
kna,refugees,2007,2
kna,refugees,2008,4
kna,refugees,2009,4
kna,refugees,2010,7
kna,refugees,2011,9
kna,refugees,2012,12
kna,refugees,2013,15
kna,refugees,2014,23
kna,refugees,2015,28
kna,refugees,2016,49
kna,refugees,2017,50
kna,refugees,2018,53
kor,asylum_seekers,2000,359
kor,asylum_seekers,2001,476
kor,asylum_seekers,2002,604
kor,asylum_seekers,2003,503
kor,asylum_seekers,2004,309
kor,asylum_seekers,2005,318
kor,asylum_seekers,2006,312
kor,asylum_seekers,2007,389
kor,asylum_seekers,2008,511
kor,asylum_seekers,2009,319
kor,asylum_seekers,2010,240
kor,asylum_seekers,2011,184
kor,asylum_seekers,2012,190
kor,asylum_seekers,2013,216
kor,asylum_seekers,2014,285
kor,asylum_seekers,2015,261
kor,asylum_seekers,2016,276
kor,asylum_seekers,2017,383
kor,asylum_seekers,2018,537
kor,refugees,1991,5
kor,refugees,1992,5
kor,refugees,1993,7
kor,refugees,1994,17
kor,refugees,1995,30
kor,refugees,1996,42
kor,refugees,1997,48
kor,refugees,1998,65
kor,refugees,1999,75
kor,refugees,2000,73
kor,refugees,2001,83
kor,refugees,2002,245
kor,refugees,2003,237
kor,refugees,2004,272
kor,refugees,2005,268
kor,refugees,2006,1334
kor,refugees,2007,1188
kor,refugees,2008,1104
kor,refugees,2009,573
kor,refugees,2010,585
kor,refugees,2011,514
kor,refugees,2012,558
kor,refugees,2013,500
kor,refugees,2014,481
kor,refugees,2015,353
kor,refugees,2016,250
kor,refugees,2017,234
kor,refugees,2018,269
kwt,asylum_seekers,2000,101
kwt,asylum_seekers,2001,144
kwt,asylum_seekers,2002,118
kwt,asylum_seekers,2003,109
kwt,asylum_seekers,2004,95
kwt,asylum_seekers,2005,73
kwt,asylum_seekers,2006,125
kwt,asylum_seekers,2007,109
kwt,asylum_seekers,2008,68
kwt,asylum_seekers,2009,67
kwt,asylum_seekers,2010,97
kwt,asylum_seekers,2011,165
kwt,asylum_seekers,2012,140
kwt,asylum_seekers,2013,190
kwt,asylum_seekers,2014,273
kwt,asylum_seekers,2015,452
kwt,asylum_seekers,2016,654
kwt,asylum_seekers,2017,952
kwt,asylum_seekers,2018,1223
kwt,others_of_concern,2017,4
kwt,refugees,1990,44
kwt,refugees,1991,47
kwt,refugees,1992,74
kwt,refugees,1993,89
kwt,refugees,1994,756
kwt,refugees,1995,762
kwt,refugees,1996,854
kwt,refugees,1997,825
kwt,refugees,1998,830
kwt,refugees,1999,992
kwt,refugees,2000,692
kwt,refugees,2001,701
kwt,refugees,2002,709
kwt,refugees,2003,616
kwt,refugees,2004,398
kwt,refugees,2005,381
kwt,refugees,2006,617
kwt,refugees,2007,746
kwt,refugees,2008,854
kwt,refugees,2009,938
kwt,refugees,2010,988
kwt,refugees,2011,1120
kwt,refugees,2012,1197
kwt,refugees,2013,977
kwt,refugees,2014,981
kwt,refugees,2015,1085
kwt,refugees,2016,1021
kwt,refugees,2017,1090
kwt,refugees,2018,1236
lao,asylum_seekers,2000,207
lao,asylum_seekers,2001,963
lao,asylum_seekers,2002,911
lao,asylum_seekers,2003,481
lao,asylum_seekers,2004,471
lao,asylum_seekers,2005,354
lao,asylum_seekers,2006,287
lao,asylum_seekers,2007,168
lao,asylum_seekers,2008,182
lao,asylum_seekers,2009,194
lao,asylum_seekers,2010,71
lao,asylum_seekers,2011,23
lao,asylum_seekers,2012,8
lao,asylum_seekers,2013,50
lao,asylum_seekers,2014,117
lao,asylum_seekers,2015,165
lao,asylum_seekers,2016,170
lao,asylum_seekers,2017,223
lao,asylum_seekers,2018,284
lao,others_of_concern,1998,1155
lao,others_of_concern,2000,5
lao,others_of_concern,2001,5
lao,others_of_concern,2002,5
lao,others_of_concern,2003,5
lao,others_of_concern,2004,5
lao,others_of_concern,2005,5
lao,others_of_concern,2006,5
lao,refugees,1975,55510
lao,refugees,1976,62720
lao,refugees,1977,78970
lao,refugees,1978,119180
lao,refugees,1979,128770
lao,refugees,1980,105256
lao,refugees,1981,89990
lao,refugees,1982,80588
lao,refugees,1983,85043
lao,refugees,1984,86673
lao,refugees,1985,99303
lao,refugees,1986,91214
lao,refugees,1987,78894
lao,refugees,1988,135866
lao,refugees,1989,133496
lao,refugees,1990,135633
lao,refugees,1991,122326
lao,refugees,1992,96157
lao,refugees,1993,74501
lao,refugees,1994,54896
lao,refugees,1995,58193
lao,refugees,1996,46909
lao,refugees,1997,37367
lao,refugees,1998,29017
lao,refugees,1999,21396
lao,refugees,2000,16094
lao,refugees,2001,12631
lao,refugees,2002,11235
lao,refugees,2003,10363
lao,refugees,2004,16114
lao,refugees,2005,24442
lao,refugees,2006,26447
lao,refugees,2007,10013
lao,refugees,2008,8598
lao,refugees,2009,8398
lao,refugees,2010,8414
lao,refugees,2011,8088
lao,refugees,2012,7984
lao,refugees,2013,7745
lao,refugees,2014,7482
lao,refugees,2015,7363
lao,refugees,2016,7232
lao,refugees,2017,7051
lao,refugees,2018,6928
lao,returned_refugees,1980,9000
lao,returned_refugees,1981,2942
lao,returned_refugees,1982,1070
lao,returned_refugees,1983,595
lao,returned_refugees,1984,204
lao,returned_refugees,1985,236
lao,returned_refugees,1986,2870
lao,returned_refugees,1987,2640
lao,returned_refugees,1988,272
lao,returned_refugees,1989,1928
lao,returned_refugees,1990,3104
lao,returned_refugees,1991,3082
lao,returned_refugees,1992,4658
lao,returned_refugees,1993,4205
lao,returned_refugees,1994,5590
lao,returned_refugees,1995,2527
lao,returned_refugees,1996,245
lao,returned_refugees,1997,350
lao,returned_refugees,1998,189
lao,returned_refugees,1999,1237
lao,returned_refugees,2000,9
lao,returned_refugees,2001,1
lbn,asylum_seekers,2000,1541
lbn,asylum_seekers,2001,1891
lbn,asylum_seekers,2002,2371
lbn,asylum_seekers,2003,2129
lbn,asylum_seekers,2004,1611
lbn,asylum_seekers,2005,2003
lbn,asylum_seekers,2006,3159
lbn,asylum_seekers,2007,2576
lbn,asylum_seekers,2008,2291
lbn,asylum_seekers,2009,1772
lbn,asylum_seekers,2010,1521
lbn,asylum_seekers,2011,1399
lbn,asylum_seekers,2012,1984
lbn,asylum_seekers,2013,2741
lbn,asylum_seekers,2014,3914
lbn,asylum_seekers,2015,6005
lbn,asylum_seekers,2016,8490
lbn,asylum_seekers,2017,9256
lbn,asylum_seekers,2018,8023
lbn,internally_displaced_persons,2006,200000
lbn,internally_displaced_persons,2007,70000
lbn,others_of_concern,1998,1
lbn,others_of_concern,1999,13
lbn,others_of_concern,2000,2
lbn,others_of_concern,2005,11
lbn,others_of_concern,2018,14
lbn,refugees,1982,12590
lbn,refugees,1983,27270
lbn,refugees,1984,30060
lbn,refugees,1985,33140
lbn,refugees,1986,630
lbn,refugees,1988,439
lbn,refugees,1989,2197
lbn,refugees,1990,6993
lbn,refugees,1991,8501
lbn,refugees,1992,10257
lbn,refugees,1993,10635
lbn,refugees,1994,15654
lbn,refugees,1995,13515
lbn,refugees,1996,10890
lbn,refugees,1997,10235
lbn,refugees,1998,9786
lbn,refugees,1999,7685
lbn,refugees,2000,10215
lbn,refugees,2001,8763
lbn,refugees,2002,26320
lbn,refugees,2003,24932
lbn,refugees,2004,19865
lbn,refugees,2005,18323
lbn,refugees,2006,12252
lbn,refugees,2007,13094
lbn,refugees,2008,12967
lbn,refugees,2009,16260
lbn,refugees,2010,15869
lbn,refugees,2011,15013
lbn,refugees,2012,15106
lbn,refugees,2013,3819
lbn,refugees,2014,4273
lbn,refugees,2015,4369
lbn,refugees,2016,4740
lbn,refugees,2017,5295
lbn,refugees,2018,5591
lbn,returned_idps,2006,550000
lbn,returned_idps,2007,130000
lbn,returned_refugees,1982,9740
lbn,returned_refugees,1985,1000
lbn,returned_refugees,1990,50
lbn,returned_refugees,1994,4
lbn,returned_refugees,1995,8
lbn,returned_refugees,1996,2
lbn,returned_refugees,2000,1572
lbr,asylum_seekers,2000,4208
lbr,asylum_seekers,2001,6365
lbr,asylum_seekers,2002,10571
lbr,asylum_seekers,2003,6197
lbr,asylum_seekers,2004,7590
lbr,asylum_seekers,2005,6000
lbr,asylum_seekers,2006,5017
lbr,asylum_seekers,2007,3540
lbr,asylum_seekers,2008,2394
lbr,asylum_seekers,2009,2203
lbr,asylum_seekers,2010,1917
lbr,asylum_seekers,2011,1977
lbr,asylum_seekers,2012,2016
lbr,asylum_seekers,2013,1994
lbr,asylum_seekers,2014,2381
lbr,asylum_seekers,2015,2430
lbr,asylum_seekers,2016,2626
lbr,asylum_seekers,2017,3344
lbr,asylum_seekers,2018,2950
lbr,internally_displaced_persons,1994,220000
lbr,internally_displaced_persons,1995,320000
lbr,internally_displaced_persons,1996,320000
lbr,internally_displaced_persons,1997,166000
lbr,internally_displaced_persons,1998,128292
lbr,internally_displaced_persons,1999,90584
lbr,internally_displaced_persons,2000,110686
lbr,internally_displaced_persons,2001,196116
lbr,internally_displaced_persons,2002,304115
lbr,internally_displaced_persons,2003,531616
lbr,internally_displaced_persons,2004,498566
lbr,internally_displaced_persons,2005,237822
lbr,others_of_concern,1998,5
lbr,others_of_concern,2000,4
lbr,others_of_concern,2008,2
lbr,others_of_concern,2009,1
lbr,others_of_concern,2013,213
lbr,others_of_concern,2014,10
lbr,others_of_concern,2015,9
lbr,others_of_concern,2016,110
lbr,others_of_concern,2017,145
lbr,others_of_concern,2018,88
lbr,refugees,1988,30
lbr,refugees,1989,51
lbr,refugees,1990,735689
lbr,refugees,1991,673435
lbr,refugees,1992,520915
lbr,refugees,1993,704051
lbr,refugees,1994,797835
lbr,refugees,1995,744637
lbr,refugees,1996,784008
lbr,refugees,1997,493340
lbr,refugees,1998,365398
lbr,refugees,1999,294694
lbr,refugees,2000,266930
lbr,refugees,2001,244608
lbr,refugees,2002,275422
lbr,refugees,2003,353344
lbr,refugees,2004,335470
lbr,refugees,2005,231139
lbr,refugees,2006,160548
lbr,refugees,2007,91540
lbr,refugees,2008,75213
lbr,refugees,2009,71599
lbr,refugees,2010,70129
lbr,refugees,2011,66780
lbr,refugees,2012,23428
lbr,refugees,2013,17558
lbr,refugees,2014,13572
lbr,refugees,2015,9991
lbr,refugees,2016,6573
lbr,refugees,2017,6009
lbr,refugees,2018,5463
lbr,returned_idps,1999,47361
lbr,returned_idps,2000,13361
lbr,returned_idps,2004,33050
lbr,returned_idps,2005,260744
lbr,returned_idps,2006,237822
lbr,returned_refugees,1991,99970
lbr,returned_refugees,1992,80920
lbr,returned_refugees,1993,16291
lbr,returned_refugees,1994,5465
lbr,returned_refugees,1995,9666
lbr,returned_refugees,1996,737
lbr,returned_refugees,1997,15182
lbr,returned_refugees,1998,240442
lbr,returned_refugees,1999,104264
lbr,returned_refugees,2000,42363
lbr,returned_refugees,2001,2548
lbr,returned_refugees,2002,21901
lbr,returned_refugees,2003,21000
lbr,returned_refugees,2004,56872
lbr,returned_refugees,2005,70288
lbr,returned_refugees,2006,107954
lbr,returned_refugees,2007,44359
lbr,returned_refugees,2008,10806
lbr,returned_refugees,2009,1408
lbr,returned_refugees,2010,1305
lbr,returned_refugees,2011,1768
lbr,returned_refugees,2012,29472
lbr,returned_refugees,2013,84
lbr,returned_refugees,2015,58
lby,asylum_seekers,2000,542
lby,asylum_seekers,2001,484
lby,asylum_seekers,2002,929
lby,asylum_seekers,2003,904
lby,asylum_seekers,2004,820
lby,asylum_seekers,2005,769
lby,asylum_seekers,2006,671
lby,asylum_seekers,2007,623
lby,asylum_seekers,2008,765
lby,asylum_seekers,2009,641
lby,asylum_seekers,2010,566
lby,asylum_seekers,2011,1963
lby,asylum_seekers,2012,1907
lby,asylum_seekers,2013,2090
lby,asylum_seekers,2014,3966
lby,asylum_seekers,2015,6054
lby,asylum_seekers,2016,6516
lby,asylum_seekers,2017,6823
lby,asylum_seekers,2018,6752
lby,internally_displaced_persons,2011,93565
lby,internally_displaced_persons,2012,59425
lby,internally_displaced_persons,2013,53579
lby,internally_displaced_persons,2014,363067
lby,internally_displaced_persons,2015,434869
lby,internally_displaced_persons,2016,174510
lby,internally_displaced_persons,2017,180937
lby,internally_displaced_persons,2018,170490
lby,others_of_concern,2013,3
lby,others_of_concern,2014,5
lby,others_of_concern,2015,8
lby,others_of_concern,2016,6
lby,others_of_concern,2018,8
lby,refugees,1980,205
lby,refugees,1981,226
lby,refugees,1982,259
lby,refugees,1983,275
lby,refugees,1984,291
lby,refugees,1985,327
lby,refugees,1986,304
lby,refugees,1987,250
lby,refugees,1988,659
lby,refugees,1989,655
lby,refugees,1990,581
lby,refugees,1991,840
lby,refugees,1992,686
lby,refugees,1993,597
lby,refugees,1994,672
lby,refugees,1995,624
lby,refugees,1996,281
lby,refugees,1997,274
lby,refugees,1998,433
lby,refugees,1999,568
lby,refugees,2000,619
lby,refugees,2001,888
lby,refugees,2002,1456
lby,refugees,2003,1570
lby,refugees,2004,1713
lby,refugees,2005,1575
lby,refugees,2006,1573
lby,refugees,2007,1954
lby,refugees,2008,2084
lby,refugees,2009,2202
lby,refugees,2010,2309
lby,refugees,2011,4384
lby,refugees,2012,5251
lby,refugees,2013,3314
lby,refugees,2014,4203
lby,refugees,2015,6090
lby,refugees,2016,8836
lby,refugees,2017,11189
lby,refugees,2018,13838
lby,returned_idps,2011,458047
lby,returned_idps,2012,177452
lby,returned_idps,2013,5350
